"date","open","high","low","close","volume"
2014-01-02,1845.85998535156,1845.85998535156,1827.73999023438,1831.97998046875,3080600000
2014-01-03,1833.2099609375,1838.23999023438,1829.13000488281,1831.36999511719,2774270000
2014-01-06,1832.31005859375,1837.16003417969,1823.72998046875,1826.77001953125,3294850000
2014-01-07,1828.7099609375,1840.09997558594,1828.7099609375,1837.88000488281,3511750000
2014-01-08,1837.90002441406,1840.02001953125,1831.40002441406,1837.48999023438,3652140000
2014-01-09,1839,1843.22998046875,1830.38000488281,1838.13000488281,3581150000
2014-01-10,1840.06005859375,1843.15002441406,1832.43005371094,1842.36999511719,3335710000
2014-01-13,1841.26000976562,1843.44995117188,1815.52001953125,1819.19995117188,3591350000
2014-01-14,1821.35998535156,1839.26000976562,1821.35998535156,1838.88000488281,3353270000
2014-01-15,1840.52001953125,1850.83996582031,1840.52001953125,1848.38000488281,3777800000
2014-01-16,1847.98999023438,1847.98999023438,1840.30004882812,1845.89001464844,3491310000
2014-01-17,1844.22998046875,1846.0400390625,1835.22998046875,1838.69995117188,3626120000
2014-01-21,1841.05004882812,1849.31005859375,1832.38000488281,1843.80004882812,3782470000
2014-01-22,1844.7099609375,1846.86999511719,1840.88000488281,1844.85998535156,3374170000
2014-01-23,1842.2900390625,1842.2900390625,1820.06005859375,1828.4599609375,3972250000
2014-01-24,1826.9599609375,1826.9599609375,1790.2900390625,1790.2900390625,4618450000
2014-01-27,1791.03002929688,1795.97998046875,1772.88000488281,1781.56005859375,4045200000
2014-01-28,1783,1793.86999511719,1779.48999023438,1792.5,3437830000
2014-01-29,1790.15002441406,1790.15002441406,1770.44995117188,1774.19995117188,3964020000
2014-01-30,1777.17004394531,1798.77001953125,1777.17004394531,1794.18994140625,3547510000
2014-01-31,1790.88000488281,1793.88000488281,1772.26000976562,1782.58996582031,4059690000
2014-02-03,1782.68005371094,1784.82995605469,1739.66003417969,1741.89001464844,4726040000
2014-02-04,1743.81994628906,1758.72998046875,1743.81994628906,1755.19995117188,4068410000
2014-02-05,1753.38000488281,1755.7900390625,1737.92004394531,1751.64001464844,3984290000
2014-02-06,1752.98999023438,1774.06005859375,1752.98999023438,1773.43005371094,3825410000
2014-02-07,1776.01000976562,1798.03002929688,1776.01000976562,1797.02001953125,3775990000
2014-02-10,1796.19995117188,1799.93994140625,1791.82995605469,1799.83996582031,3312160000
2014-02-11,1800.44995117188,1823.5400390625,1800.41003417969,1819.75,3699380000
2014-02-12,1820.11999511719,1826.55004882812,1815.96997070312,1819.26000976562,3326380000
2014-02-13,1814.81994628906,1830.25,1809.21997070312,1829.82995605469,3289510000
2014-02-14,1828.4599609375,1841.65002441406,1825.58996582031,1838.63000488281,3114750000
2014-02-18,1839.03002929688,1842.86999511719,1835.01000976562,1840.76000976562,3421110000
2014-02-19,1838.90002441406,1847.5,1826.98999023438,1828.75,3661570000
2014-02-20,1829.23999023438,1842.7900390625,1824.57995605469,1839.78002929688,3404980000
2014-02-21,1841.06994628906,1846.13000488281,1835.59997558594,1836.25,3403880000
2014-02-24,1836.78002929688,1858.7099609375,1836.78002929688,1847.60998535156,4014530000
2014-02-25,1847.66003417969,1852.91003417969,1840.18994140625,1845.11999511719,3515560000
2014-02-26,1845.7900390625,1852.65002441406,1840.66003417969,1845.16003417969,3716730000
2014-02-27,1844.90002441406,1854.53002929688,1841.13000488281,1854.2900390625,3547460000
2014-02-28,1855.11999511719,1867.92004394531,1847.67004394531,1859.44995117188,3917450000
2014-03-03,1857.68005371094,1857.68005371094,1834.43994140625,1845.72998046875,3428220000
2014-03-04,1849.22998046875,1876.22998046875,1849.22998046875,1873.91003417969,3765770000
2014-03-05,1874.05004882812,1876.53002929688,1871.10998535156,1873.81005859375,3392990000
2014-03-06,1874.18005371094,1881.93994140625,1874.18005371094,1877.03002929688,3360450000
2014-03-07,1878.52001953125,1883.56994628906,1870.56005859375,1878.0400390625,3564740000
2014-03-10,1877.85998535156,1877.86999511719,1867.0400390625,1877.17004394531,3021350000
2014-03-11,1878.26000976562,1882.34997558594,1863.88000488281,1867.63000488281,3392400000
2014-03-12,1866.15002441406,1868.38000488281,1854.38000488281,1868.19995117188,3270860000
2014-03-13,1869.06005859375,1874.40002441406,1841.85998535156,1846.33996582031,3670990000
2014-03-14,1845.06994628906,1852.43994140625,1839.56994628906,1841.13000488281,3285460000
2014-03-17,1842.81005859375,1862.30004882812,1842.81005859375,1858.82995605469,2860490000
2014-03-18,1858.92004394531,1873.76000976562,1858.92004394531,1872.25,2930190000
2014-03-19,1872.25,1874.14001464844,1850.34997558594,1860.77001953125,3289210000
2014-03-20,1860.08996582031,1873.48999023438,1854.63000488281,1872.01000976562,3327540000
2014-03-21,1874.53002929688,1883.96997070312,1863.4599609375,1866.52001953125,5270710000
2014-03-24,1867.67004394531,1873.33996582031,1849.68994140625,1857.43994140625,3.409e+09
2014-03-25,1859.47998046875,1871.86999511719,1855.9599609375,1865.61999511719,3200560000
2014-03-26,1867.08996582031,1875.92004394531,1852.56005859375,1852.56005859375,3480850000
2014-03-27,1852.10998535156,1855.55004882812,1842.10998535156,1849.0400390625,3733430000
2014-03-28,1850.06994628906,1866.63000488281,1850.06994628906,1857.61999511719,2955520000
2014-03-31,1859.16003417969,1875.18005371094,1859.16003417969,1872.33996582031,3274300000
2014-04-01,1873.9599609375,1885.83996582031,1873.9599609375,1885.52001953125,3336190000
2014-04-02,1886.60998535156,1893.17004394531,1883.7900390625,1890.90002441406,3131660000
2014-04-03,1891.43005371094,1893.80004882812,1882.65002441406,1888.77001953125,3055600000
2014-04-04,1890.25,1897.28002929688,1863.26000976562,1865.08996582031,3583750000
2014-04-07,1863.92004394531,1864.0400390625,1841.47998046875,1845.0400390625,3801540000
2014-04-08,1845.47998046875,1854.94995117188,1837.48999023438,1851.9599609375,3721450000
2014-04-09,1852.64001464844,1872.43005371094,1852.38000488281,1872.18005371094,3308650000
2014-04-10,1872.28002929688,1872.53002929688,1830.86999511719,1833.07995605469,3758780000
2014-04-11,1830.65002441406,1835.06994628906,1814.35998535156,1815.68994140625,3743460000
2014-04-14,1818.18005371094,1834.18994140625,1815.80004882812,1830.60998535156,3111540000
2014-04-15,1831.44995117188,1844.02001953125,1816.2900390625,1842.97998046875,3736440000
2014-04-16,1846.01000976562,1862.31005859375,1846.01000976562,1862.31005859375,3155080000
2014-04-17,1861.72998046875,1869.63000488281,1856.71997070312,1864.84997558594,3341430000
2014-04-21,1865.7900390625,1871.89001464844,1863.18005371094,1871.89001464844,2642500000
2014-04-22,1872.56994628906,1884.89001464844,1872.56994628906,1879.55004882812,3215440000
2014-04-23,1879.31994628906,1879.75,1873.91003417969,1875.39001464844,3085720000
2014-04-24,1881.96997070312,1884.06005859375,1870.23999023438,1878.60998535156,3191830000
2014-04-25,1877.71997070312,1877.71997070312,1859.69995117188,1863.40002441406,3213020000
2014-04-28,1865,1877.01000976562,1850.60998535156,1869.43005371094,4034680000
2014-04-29,1870.78002929688,1880.59997558594,1870.78002929688,1878.32995605469,3647820000
2014-04-30,1877.09997558594,1885.19995117188,1872.68994140625,1883.94995117188,3779230000
2014-05-01,1884.39001464844,1888.58996582031,1878.0400390625,1883.68005371094,3416740000
2014-05-02,1885.30004882812,1891.32995605469,1878.5,1881.14001464844,3159560000
2014-05-05,1879.44995117188,1885.51000976562,1866.77001953125,1884.66003417969,2733730000
2014-05-06,1883.68994140625,1883.68994140625,1867.71997070312,1867.71997070312,3327260000
2014-05-07,1868.53002929688,1878.82995605469,1859.7900390625,1878.2099609375,3632950000
2014-05-08,1877.39001464844,1889.06994628906,1870.05004882812,1875.63000488281,3393420000
2014-05-09,1875.27001953125,1878.56994628906,1867.02001953125,1878.47998046875,3025020000
2014-05-12,1880.03002929688,1897.13000488281,1880.03002929688,1896.65002441406,3005740000
2014-05-13,1896.75,1902.17004394531,1896.06005859375,1897.44995117188,2915680000
2014-05-14,1897.13000488281,1897.13000488281,1885.77001953125,1888.53002929688,2822060000
2014-05-15,1888.16003417969,1888.16003417969,1862.35998535156,1870.84997558594,3552640000
2014-05-16,1871.18994140625,1878.28002929688,1864.81994628906,1877.85998535156,3173650000
2014-05-19,1876.66003417969,1886,1872.42004394531,1885.07995605469,2664250000
2014-05-20,1884.88000488281,1884.88000488281,1868.14001464844,1872.82995605469,3007700000
2014-05-21,1873.33996582031,1888.80004882812,1873.33996582031,1888.03002929688,2777140000
2014-05-22,1888.18994140625,1896.32995605469,1885.39001464844,1892.48999023438,2759800000
2014-05-23,1893.31994628906,1901.26000976562,1893.31994628906,1900.53002929688,2396280000
2014-05-27,1902.01000976562,1912.28002929688,1902.01000976562,1911.91003417969,2911020000
2014-05-28,1911.77001953125,1914.4599609375,1907.30004882812,1909.78002929688,2976450000
2014-05-29,1910.59997558594,1920.03002929688,1909.81994628906,1920.03002929688,2709050000
2014-05-30,1920.32995605469,1924.03002929688,1916.64001464844,1923.56994628906,3263490000
2014-06-02,1923.86999511719,1925.88000488281,1915.97998046875,1924.96997070312,2509020000
2014-06-03,1923.06994628906,1925.06994628906,1918.7900390625,1924.23999023438,2867180000
